Date,Close
2/6/2007 23:58:00,21.684
2/7/2007 23:58:00,21.869
2/8/2007 23:58:00,21.831
2/9/2007 23:58:00,21.783
2/12/2007 23:58:00,21.761
2/13/2007 23:58:00,21.964
2/14/2007 23:58:00,21.984
2/15/2007 23:58:00,22.011
2/16/2007 23:58:00,22.199
2/19/2007 23:58:00,22.307
2/20/2007 23:58:00,22.338
2/21/2007 23:58:00,22.481
2/22/2007 23:58:00,22.401
2/23/2007 23:58:00,22.466
2/26/2007 23:58:00,22.569
2/27/2007 23:58:00,22.433
2/28/2007 23:58:00,22.244
3/1/2007 23:58:00,22.266
3/2/2007 23:58:00,21.936
3/5/2007 23:58:00,21.527
3/6/2007 23:58:00,21.753
3/7/2007 23:58:00,21.69
3/8/2007 23:58:00,21.827
3/9/2007 23:58:00,22.038
3/12/2007 23:58:00,22.211
3/13/2007 23:58:00,22.175
3/14/2007 23:58:00,22.047
3/15/2007 23:58:00,22.105
3/16/2007 23:58:00,22.307
3/19/2007 23:58:00,22.461
3/20/2007 23:58:00,22.546
3/21/2007 23:58:00,22.611
3/22/2007 23:58:00,22.735
3/23/2007 23:58:00,22.852
3/26/2007 23:58:00,22.803
3/27/2007 23:58:00,22.875
3/28/2007 23:58:00,22.897
3/29/2007 23:58:00,22.876
3/30/2007 23:58:00,22.798
4/2/2007 23:58:00,23.097
4/3/2007 23:58:00,23.084
4/4/2007 23:58:00,23.015
4/5/2007 23:58:00,23.01
4/6/2007 23:58:00,23.01
4/9/2007 23:58:00,23.029
4/10/2007 23:58:00,23.264
4/11/2007 23:58:00,23.282
4/12/2007 23:58:00,23.336
4/13/2007 23:58:00,23.63
4/16/2007 23:58:00,23.756
4/17/2007 23:58:00,23.809
4/18/2007 23:58:00,23.959
4/19/2007 23:58:00,23.796
4/20/2007 23:58:00,23.988
4/23/2007 23:58:00,23.855
4/24/2007 23:58:00,23.847
4/25/2007 23:58:00,23.96
4/26/2007 23:58:00,23.953
4/27/2007 23:58:00,23.859
4/30/2007 23:58:00,23.822
5/1/2007 23:58:00,23.876
5/2/2007 23:58:00,23.735
5/3/2007 23:58:00,23.785
5/4/2007 23:58:00,23.782
5/7/2007 23:58:00,23.696
5/8/2007 23:58:00,23.689
5/9/2007 23:58:00,23.668
5/10/2007 23:58:00,23.585
5/11/2007 23:58:00,23.564
5/14/2007 23:58:00,23.788
5/15/2007 23:58:00,23.783
5/16/2007 23:58:00,23.792
5/17/2007 23:58:00,23.801
5/18/2007 23:58:00,23.503
5/21/2007 23:58:00,23.514
5/22/2007 23:58:00,23.504
5/23/2007 23:58:00,23.573
5/24/2007 23:58:00,23.607
5/25/2007 23:58:00,23.637
5/28/2007 23:58:00,23.649
5/29/2007 23:58:00,23.736
5/30/2007 23:58:00,23.523
5/31/2007 23:58:00,23.783
6/1/2007 23:58:00,23.993
6/4/2007 23:58:00,24.082
6/5/2007 23:58:00,24.182
6/6/2007 23:58:00,24.389
6/7/2007 23:58:00,24.353
6/8/2007 23:58:00,24.586
6/11/2007 23:58:00,24.195
6/12/2007 23:58:00,24.223
6/13/2007 23:58:00,24.149
6/14/2007 23:58:00,24.247
6/15/2007 23:58:00,24.31
6/18/2007 23:58:00,24.409
6/19/2007 23:58:00,24.527
6/20/2007 23:58:00,24.58
6/21/2007 23:58:00,24.564
6/22/2007 23:58:00,24.554
6/25/2007 23:58:00,24.504
6/26/2007 23:58:00,24.581
6/27/2007 23:58:00,24.536
6/28/2007 23:58:00,24.736
6/29/2007 23:58:00,24.724
7/2/2007 23:58:00,24.964
7/3/2007 23:58:00,25.04
7/4/2007 23:58:00,25.055
7/5/2007 23:58:00,25.179
7/6/2007 23:58:00,25.183
7/9/2007 23:58:00,25.084
7/10/2007 23:58:00,25.009
7/11/2007 23:58:00,25.06
7/12/2007 23:58:00,25.166
7/13/2007 23:58:00,25.245
7/16/2007 23:58:00,25.479
7/17/2007 23:58:00,25.425
7/18/2007 23:58:00,25.45
7/19/2007 23:58:00,25.5
7/20/2007 23:58:00,25.504
7/23/2007 23:58:00,25.851
7/24/2007 23:58:00,25.869
7/25/2007 23:58:00,25.73
7/26/2007 23:58:00,25.709
7/27/2007 23:58:00,24.929
7/30/2007 23:58:00,24.709
7/31/2007 23:58:00,24.626
8/1/2007 23:58:00,24.608
8/2/2007 23:58:00,24.633
8/3/2007 23:58:00,24.604
8/6/2007 23:58:00,24.604
8/7/2007 23:58:00,24.587
8/8/2007 23:58:00,24.667
8/9/2007 23:58:00,24.719
8/10/2007 23:58:00,23.988
8/13/2007 23:58:00,23.9
8/14/2007 23:58:00,23.731
8/15/2007 23:58:00,23.422
8/16/2007 23:58:00,22.518
8/17/2007 23:58:00,22.455
8/20/2007 23:58:00,22.476
8/21/2007 23:58:00,22.44
8/22/2007 23:58:00,22.63
8/23/2007 23:58:00,23.025
8/24/2007 23:58:00,23.118
8/27/2007 23:58:00,23.356
8/28/2007 23:58:00,23.046
8/29/2007 23:58:00,22.8
8/30/2007 23:58:00,22.667
8/31/2007 23:58:00,22.724
9/3/2007 23:58:00,22.742
9/4/2007 23:58:00,22.667
9/5/2007 23:58:00,22.454
9/6/2007 23:58:00,22.322
9/7/2007 23:58:00,22.275
9/11/2007 23:58:00,22.799
9/12/2007 23:58:00,22.994
9/13/2007 23:58:00,22.946
9/14/2007 23:58:00,23.073
9/17/2007 23:58:00,23.053
9/18/2007 23:58:00,23.303
9/19/2007 23:58:00,23.753
9/20/2007 23:58:00,23.834
9/21/2007 23:58:00,24.024
9/24/2007 23:58:00,24.129
9/25/2007 23:58:00,23.858
9/26/2007 23:58:00,23.996
9/27/2007 23:58:00,24.113
9/28/2007 23:58:00,24.259
10/1/2007 23:58:00,24.488
10/2/2007 23:58:00,24.467
10/3/2007 23:58:00,24.186
10/4/2007 23:58:00,24.052
10/5/2007 23:58:00,24.267
10/8/2007 23:58:00,24.358
10/9/2007 23:58:00,24.293
10/10/2007 23:58:00,24.299
10/11/2007 23:58:00,24.576
10/12/2007 23:58:00,24.73
10/15/2007 23:58:00,24.62
10/16/2007 23:58:00,24.362
10/17/2007 23:58:00,23.917
10/18/2007 23:58:00,23.968
10/19/2007 23:58:00,23.874
10/22/2007 23:58:00,23.885
10/23/2007 23:58:00,24.028
10/24/2007 23:58:00,23.977
10/25/2007 23:58:00,24.231
10/26/2007 23:58:00,24.313
10/29/2007 23:58:00,24.421
10/30/2007 23:58:00,24.389
10/31/2007 23:58:00,24.476
11/1/2007 23:58:00,24.455
11/2/2007 23:58:00,24.231
11/5/2007 23:58:00,24.456
11/6/2007 23:58:00,24.779
11/7/2007 23:58:00,24.82
11/8/2007 23:58:00,24.545
11/9/2007 23:58:00,24.551
11/12/2007 23:58:00,23.625
11/13/2007 23:58:00,24.037
11/14/2007 23:58:00,24.101
11/15/2007 23:58:00,24.171
11/16/2007 23:58:00,23.913
11/19/2007 23:58:00,24.054
11/20/2007 23:58:00,24.129
11/21/2007 23:58:00,24.038
11/22/2007 23:58:00,23.79
11/23/2007 23:58:00,23.989
11/27/2007 23:58:00,24.077
11/28/2007 23:58:00,24.288
11/29/2007 23:58:00,24.357
11/30/2007 23:58:00,24.375
12/3/2007 23:58:00,24.14
12/4/2007 23:58:00,24.099
12/5/2007 23:58:00,24.581
12/6/2007 23:58:00,24.593
12/7/2007 23:58:00,24.556
12/10/2007 23:58:00,24.694
12/11/2007 23:58:00,24.726
12/12/2007 23:58:00,24.894
12/13/2007 23:58:00,24.869
12/14/2007 23:58:00,24.963
12/17/2007 23:58:00,23.943
12/18/2007 23:58:00,24.036
12/19/2007 23:58:00,24.02
12/20/2007 23:58:00,24.215
12/21/2007 23:58:00,24.324
12/24/2007 23:58:00,24.352
12/25/2007 23:58:00,24.327
12/27/2007 23:58:00,24.54
12/28/2007 23:58:00,24.622
12/31/2007 23:58:00,24.573
1/1/2008 23:58:00,24.569
1/2/2008 23:58:00,24.523
1/3/2008 23:58:00,24.546
1/4/2008 23:58:00,24.483
1/7/2008 23:58:00,24.457
1/8/2008 23:58:00,24.452
1/9/2008 23:58:00,24.683
1/10/2008 23:58:00,24.718
1/11/2008 23:58:00,24.877
1/14/2008 23:58:00,25.061
1/15/2008 23:58:00,25.024
1/16/2008 23:58:00,24.509
1/17/2008 23:58:00,24.444
1/18/2008 23:58:00,24.182
1/22/2008 23:58:00,24.058
1/23/2008 23:58:00,24.117
1/24/2008 23:58:00,24.383
1/25/2008 23:58:00,24.408
1/28/2008 23:58:00,24.486
1/29/2008 23:58:00,24.583
1/30/2008 23:58:00,24.596
1/31/2008 23:58:00,24.81
2/1/2008 23:58:00,24.905
2/4/2008 23:58:00,24.888
2/5/2008 23:58:00,24.863
2/6/2008 23:58:00,24.649
2/7/2008 23:58:00,24.892
2/8/2008 23:58:00,24.611
2/11/2008 23:58:00,24.743
2/12/2008 23:58:00,24.731
2/13/2008 23:58:00,24.578
2/14/2008 23:58:00,24.363
2/15/2008 23:58:00,24.523
2/18/2008 23:58:00,24.659
2/19/2008 23:58:00,24.746
2/20/2008 23:58:00,24.635
2/21/2008 23:58:00,24.582
2/22/2008 23:58:00,24.778
2/25/2008 23:58:00,24.901
2/26/2008 23:58:00,24.727
2/27/2008 23:58:00,24.718
2/28/2008 23:58:00,24.562
2/29/2008 23:58:00,24.445
3/3/2008 23:58:00,24.551
3/4/2008 23:58:00,24.441
3/5/2008 23:58:00,24.162
3/6/2008 23:58:00,24.262
3/7/2008 23:58:00,24.006
3/10/2008 23:58:00,23.84
3/11/2008 23:58:00,24.282
3/12/2008 23:58:00,24.125
3/13/2008 23:58:00,24.278
3/14/2008 23:58:00,24.466
3/17/2008 23:58:00,24.275
3/18/2008 23:58:00,24.301
3/19/2008 23:58:00,24.473
3/20/2008 23:58:00,24.187
3/21/2008 23:58:00,23.815
3/24/2008 23:58:00,24.054
3/25/2008 23:58:00,23.659
3/26/2008 23:58:00,23.625
3/27/2008 23:58:00,23.776
3/28/2008 23:58:00,23.781
3/31/2008 23:58:00,23.499
4/2/2008 23:58:00,23.409
4/3/2008 23:58:00,23.404
4/4/2008 23:58:00,23.461
4/7/2008 23:58:00,23.655
4/8/2008 23:58:00,23.963
4/9/2008 23:58:00,23.821
4/10/2008 23:58:00,23.844
4/11/2008 23:58:00,23.608
4/14/2008 23:58:00,23.519
4/15/2008 23:58:00,23.372
4/16/2008 23:58:00,23.485
4/17/2008 23:58:00,23.431
4/18/2008 23:58:00,23.416
4/21/2008 23:58:00,23.464
4/22/2008 23:58:00,23.566
4/23/2008 23:58:00,23.763
4/24/2008 23:58:00,23.669
4/25/2008 23:58:00,23.212
4/28/2008 23:58:00,23.423
4/29/2008 23:58:00,23.317
4/30/2008 23:58:00,23.18
5/2/2008 23:58:00,23.37
5/5/2008 23:58:00,23.37
5/6/2008 23:58:00,23.573
5/7/2008 23:58:00,23.483
5/8/2008 23:58:00,23.245
5/9/2008 23:58:00,23.22
5/12/2008 23:58:00,23.01
5/13/2008 23:58:00,23.164
5/14/2008 23:58:00,23.074
5/15/2008 23:58:00,23.123
5/16/2008 23:58:00,23.102
5/19/2008 23:58:00,23.174
5/20/2008 23:58:00,23.241
5/21/2008 23:58:00,23.183
5/22/2008 23:58:00,23.337
5/23/2008 23:58:00,23.438
5/26/2008 23:58:00,23.485
5/27/2008 23:58:00,23.715
5/28/2008 23:58:00,23.502
5/29/2008 23:58:00,23.535
5/30/2008 23:58:00,23.315
6/2/2008 23:58:00,23.216
6/3/2008 23:58:00,23.356
6/4/2008 23:58:00,23.332
6/5/2008 23:58:00,22.537
6/6/2008 23:58:00,22.742
6/9/2008 23:58:00,22.761
6/10/2008 23:58:00,22.429
6/11/2008 23:58:00,22.449
6/12/2008 23:58:00,22.365
6/13/2008 23:58:00,22.3
6/16/2008 23:58:00,22.402
6/17/2008 23:58:00,22.412
6/18/2008 23:58:00,22.479
6/19/2008 23:58:00,22.625
6/20/2008 23:58:00,22.653
6/23/2008 23:58:00,22.563
6/24/2008 23:58:00,22.578
6/25/2008 23:58:00,22.44
6/26/2008 23:58:00,22.37
6/27/2008 23:58:00,22.653
6/30/2008 23:58:00,22.714
7/2/2008 23:58:00,22.563
7/3/2008 23:58:00,22.782
7/4/2008 23:58:00,22.555
7/7/2008 23:58:00,22.433
7/8/2008 23:58:00,22.369
7/9/2008 23:58:00,22.467
7/10/2008 23:58:00,22.55
7/11/2008 23:58:00,22.583
7/14/2008 23:58:00,22.681
7/15/2008 23:58:00,23.099
7/16/2008 23:58:00,23.097
7/17/2008 23:58:00,23.099
7/18/2008 23:58:00,22.703
7/21/2008 23:58:00,22.689
7/22/2008 23:58:00,22.669
7/23/2008 23:58:00,22.771
7/24/2008 23:58:00,22.198
7/25/2008 23:58:00,22.187
7/28/2008 23:58:00,22.2
7/29/2008 23:58:00,22.257
7/30/2008 23:58:00,21.947
7/31/2008 23:58:00,22.01
8/1/2008 23:58:00,21.857
8/2/2008 23:58:00,21.857
8/3/2008 23:58:00,21.894
8/4/2008 23:58:00,21.921
8/5/2008 23:58:00,21.901
8/6/2008 23:58:00,21.689
8/7/2008 23:58:00,21.817
8/8/2008 23:58:00,21.57
8/9/2008 23:58:00,21.57
8/10/2008 23:58:00,21.597
8/11/2008 23:58:00,21.485
8/12/2008 23:58:00,21.116
8/13/2008 23:58:00,21.358
8/14/2008 23:58:00,21.52
8/15/2008 23:58:00,21.698
8/16/2008 23:58:00,21.698
8/17/2008 23:58:00,21.687
8/18/2008 23:58:00,21.768
8/19/2008 23:58:00,21.78
8/20/2008 23:58:00,21.851
8/21/2008 23:58:00,21.926
8/22/2008 23:58:00,21.954
8/23/2008 23:58:00,21.954
8/24/2008 23:58:00,21.941
8/25/2008 23:58:00,21.693
8/26/2008 23:58:00,21.422
8/27/2008 23:58:00,21.717
8/28/2008 23:58:00,21.733
8/29/2008 23:58:00,21.76
9/1/2008 23:58:00,21.503
9/2/2008 23:58:00,21.332
