,Open,High,Low,Close
2019-12-30,3.74002,3.74002,3.72585,3.745
2019-12-31,3.72582,3.72582,3.72582,3.72585
2020-01-01,3.72651,3.74071,3.72651,3.72582
2020-01-02,3.74579,3.74909,3.74579,3.74071
2020-01-03,3.8542,3.8752,3.8542,3.8681
2020-01-06,3.75692,3.75692,3.75164,3.75542
2020-01-07,3.75812,3.75812,3.74562,3.75164
2020-01-08,3.7507,3.7507,3.73793,3.74562
2020-01-09,3.74001,3.74444,3.74001,3.73793
2020-01-10,3.8631,3.8693,3.8567,3.8639
2020-01-13,3.7251,3.73343,3.7251,3.72923
2020-01-14,3.73218,3.7382,3.73218,3.73343
2020-01-15,3.73679,3.73679,3.7317,3.7382
2020-01-16,3.74099,3.74099,3.73976,3.7317
2020-01-17,3.8552,3.8624,3.8354,3.8614
2020-01-20,3.73514,3.74707,3.73514,3.73755
2020-01-21,3.75534,3.75534,3.74422,3.74707
2020-01-22,3.73997,3.74977,3.73997,3.74422
2020-01-23,3.76201,3.76201,3.74823,3.74977
2020-01-24,3.869,3.8721,3.8557,3.8642
2020-01-27,3.75912,3.75912,3.75663,3.75855
2020-01-28,3.7554,3.7554,3.75407,3.75663
2020-01-29,3.75222,3.78375,3.75222,3.75407
2020-01-30,3.78123,3.78561,3.78123,3.78375
2020-01-31,3.8964,3.9168,3.882,3.9134
2020-02-03,3.78256,3.78256,3.77107,3.78267
2020-02-04,3.77388,3.77388,3.75101,3.77107
2020-02-05,3.75923,3.75923,3.75221,3.75101
2020-02-06,3.75728,3.76529,3.75728,3.75221
2020-02-07,3.8682,3.8923,3.868,3.8908
2020-02-10,3.76908,3.76908,3.7484,3.75658
2020-02-11,3.74638,3.74638,3.74285,3.7484
2020-02-12,3.75678,3.75678,3.74364,3.74285
2020-02-13,3.75032,3.75032,3.74494,3.74364
2020-02-14,3.862,3.8719,3.8547,3.8707
2020-02-17,3.7473,3.76043,3.7473,3.74361
2020-02-18,3.76649,3.76649,3.75833,3.76043
2020-02-19,3.7551,3.78131,3.7551,3.75833
2020-02-20,3.77822,3.79261,3.77822,3.78131
2020-02-21,3.9003,3.9197,3.8933,3.9075
2020-02-24,3.77795,3.78271,3.77795,3.78794
2020-02-25,3.76766,3.77303,3.76766,3.78271
2020-02-26,3.76889,3.76889,3.76399,3.77303
2020-02-27,3.74824,3.76101,3.74824,3.76399
2020-02-28,3.8788,3.8962,3.862,3.8703
2020-03-02,3.7365,3.7365,3.73209,3.74018
2020-03-03,3.72197,3.73024,3.72197,3.73209
2020-03-04,3.73089,3.73089,3.73022,3.73024
2020-03-05,3.71062,3.74004,3.71062,3.73022
2020-03-06,3.8373,3.8629,3.8373,3.848
2020-03-09,3.757,3.757,3.74624,3.75366
2020-03-10,3.75763,3.75763,3.74897,3.74624
2020-03-11,3.7572,3.76073,3.75463,3.77783
2020-03-12,3.77694,3.77694,3.74849,3.75463
2020-03-13,3.8787,3.9002,3.8642,3.8846
2020-03-16,3.78042,3.78105,3.78042,3.77246
2020-03-17,3.78399,3.78596,3.78399,3.77741
2020-03-18,3.81041,3.81041,3.80665,3.78596
2020-03-19,3.81879,3.81879,3.76866,3.80665
2020-03-20,3.9084,3.9278,3.8924,3.903
2020-03-23,3.75337,3.78946,3.75337,3.76314
2020-03-24,3.79797,3.79797,3.78245,3.78946
2020-03-25,3.74953,3.79064,3.74953,3.78245
2020-03-26,3.76015,3.78245,3.76015,3.79064
2020-03-27,3.8981,3.909,3.8838,3.8992
2020-03-30,3.80518,3.80518,3.79566,3.78633
2020-03-31,3.76008,3.78946,3.76008,3.79566
2020-04-01,3.78786,3.79471,3.77852,3.78946
2020-04-02,3.80487,3.80487,3.78062,3.79471
2020-04-03,3.8835,3.9119,3.8809,3.9051
