,Open,High,Low,Close,open,high,low,close,RSI,MACD,MACD_signal,ATR,STOCH_K,STOCH_D,BB_upper,BB_middle,BB_lower,momentum,volatility,return_1,return_2,return_3,return_5,return_10
2015-04-23,23.739,23.756,23.442,23.545,,,,,,,,,,,,,,,,,,,,
2015-04-24,23.502,23.505,23.273,23.413,,,,,,,,,,,,,,,,,,,,
2015-04-27,23.408,23.445,23.21,23.366,,,,,,,,,,,,,,,,,,,,
2015-04-28,23.357,23.609,23.2,23.606,,,,,,,,,,,,,,,,,,,,
2015-04-29,23.606,23.609,23.189,23.22,,,,,,,,,,,,,,,,,,,,
2015-04-30,23.2,23.423,23.141,23.417,,,,,,,,,,,,,,,,,,,,
2015-05-01,23.266,23.282,23.045,23.139,,,,,,,,,,,,,,,,,,,,
2015-05-04,23.128,23.222,23.043,23.171,,,,,,,,,,,,,,,,,,,,
2015-05-05,23.158,23.285,23.03,23.061,,,,,,,,,,,,,,,,,,,,
2015-05-06,23.056,23.116,22.882,22.951,,,,,,,,,,,,,,,,,,,,
2015-05-07,22.957,23.076,22.891,22.944,,,,,,,,,,,,,,,,,,,,
2015-05-08,22.903,23.016,22.79,22.992,,,,,,,,,,,,,,,,,,,,
2015-05-11,22.776,22.78,22.582,22.603,,,,,,,,,,,,,,,,,,,,
2015-05-12,22.586,22.812,22.534,22.743,,,,,,,,,,,,,,,,,,,,
2015-05-13,22.739,23.168,22.59,23.129,,,,,,,,,,,,,,,,,,,,
2015-05-14,23.132,23.149,22.876,22.908,,,,,,,,,,,,,,,,,,,,
2015-05-15,22.892,22.901,22.664,22.793,,,,,,,,,,,,,,,,,,,,
2015-05-18,22.677,22.677,22.481,22.538,,,,,,,,,,,,,,,,,,,,
2015-05-19,22.471,22.649,22.356,22.399,,,,,,,,,,,,,,,,,,,,
2015-05-20,22.406,22.487,22.249,22.348,,,,,,,,,,,,,,,,,,,,
2015-05-21,22.35,22.41,22.216,22.383,,,,,,,,,,,,,,,,,,,,
2015-05-22,22.383,22.521,22.234,22.266,,,,,,,,,,,,,,,,,,,,
2015-05-25,22.229,22.307,22.223,22.283,,,,,,,,,,,,,,,,,,,,
2015-05-26,22.293,22.368,22.168,22.243,,,,,,,,,,,,,,,,,,,,
2015-05-27,22.246,22.33,22.157,22.303,,,,,,,,,,,,,,,,,,,,
2015-05-28,22.193,22.265,21.887,22.037,,,,,,,,,,,,,,,,,,,,
2015-05-29,22.047,22.068,21.812,21.916,,,,,,,,,,,,,,,,,,,,
2015-06-01,21.883,22.036,21.753,21.916,,,,,,,,,,,,,,,,,,,,
2015-06-02,21.927,22.233,21.908,22.15,,,,,,,,,,,,,,,,,,,,
2015-06-03,22.156,22.16,21.998,22.07,,,,,,,,,,,,,,,,,,,,
2015-06-04,22.059,22.085,21.956,22.015,,,,,,,,,,,,,,,,,,,,
2015-06-05,22.02,22.101,21.786,21.913,,,,,,,,,,,,,,,,,,,,
2015-06-08,21.92,22.313,21.742,22.229,,,,,,,,,,,,,,,,,,,,
2015-06-09,22.233,22.306,22.062,22.206,,,,,,,,,,,,,,,,,,,,
2015-06-10,22.215,22.327,21.82,21.842,,,,,,,,,,,,,,,,,,,,
2015-06-11,21.843,21.843,21.625,21.733,,,,,,,,,,,,,,,,,,,,
2015-06-12,21.735,21.764,21.524,21.627,,,,,,,,,,,,,,,,,,,,
2015-06-15,21.631,21.698,21.504,21.684,,,,,,,,,,,,,,,,,,,,
2015-06-16,21.621,21.666,21.57,21.617,,,,,,,,,,,,,,,,,,,,
2015-06-17,21.621,21.708,21.383,21.577,,,,,,,,,,,,,,,,,,,,
2015-06-18,21.414,21.414,21.204,21.309,,,,,,,,,,,,,,,,,,,,
2015-06-19,21.286,21.335,21.164,21.27,,,,,,,,,,,,,,,,,,,,
2015-06-22,21.215,21.32,21.091,21.146,,,,,,,,,,,,,,,,,,,,
