,Open,High,Low,Close
2023-08-09,4.4178,4.4224,4.3959,4.4054
2023-08-10,4.4056,4.4193,4.3996,4.4046
2023-08-11,4.4048,4.4145,4.3941,4.4125
2023-08-14,4.4131,4.4208,4.3952,4.402
2023-08-15,4.4017,4.4034,4.382,4.386
2023-08-16,4.3806,4.3913,4.3668,4.3847
2023-08-17,4.3746,4.3922,4.366,4.3868
2023-08-18,4.3947,4.3952,4.3778,4.3838
2023-08-21,4.3838,4.3942,4.3696,4.3873
2023-08-22,4.3857,4.3939,4.3805,4.3904
2023-08-23,4.3904,4.3904,4.3773,4.3806
2023-08-24,4.3807,4.384,4.3645,4.3783
2023-08-25,4.3783,4.3793,4.3626,4.3715
2023-08-28,4.3714,4.3832,4.3675,4.3763
2023-08-29,4.3762,4.3862,4.3693,4.3763
2023-08-30,4.3769,4.3799,4.3675,4.3738
2023-08-31,4.3776,4.3978,4.3682,4.3933
2023-09-01,4.396,4.4029,4.3828,4.3945
2023-09-04,4.3956,4.3978,4.3828,4.3952
2023-09-05,4.3855,4.3906,4.3723,4.3781
2023-09-06,4.3749,4.3807,4.3671,4.3725
2023-09-07,4.3753,4.388,4.3669,4.3782
2023-09-08,4.3782,4.3797,4.3557,4.3767
2023-09-11,4.3827,4.4106,4.3748,4.3914
2023-09-12,4.3907,4.4052,4.3837,4.3953
2023-09-13,4.3919,4.4062,4.3903,4.3941
2023-09-14,4.3932,4.3968,4.3809,4.3914
2023-09-15,4.3952,4.4111,4.3858,4.3909
2023-09-18,4.3882,4.4008,4.3844,4.3854
2023-09-19,4.3808,4.3985,4.3808,4.3966
2023-09-20,4.392,4.4035,4.3839,4.3979
2023-09-21,4.3979,4.4144,4.3949,4.4054
2023-09-22,4.4046,4.4117,4.3999,4.4097
2023-09-25,4.406,4.408,4.3979,4.4016
2023-09-26,4.397,4.4169,4.397,4.4095
2023-09-27,4.4122,4.4277,4.4095,4.4171
2023-09-28,4.4197,4.4222,4.4048,4.409
2023-09-29,4.4044,4.4246,4.3973,4.4211
2023-10-02,4.4204,4.4336,4.415,4.428
2023-10-03,4.4337,4.4374,4.4283,4.436
2023-10-04,4.4315,4.4481,4.427,4.4292
2023-10-05,4.4282,4.4305,4.4183,4.4204
2023-10-06,4.4207,4.4223,4.4001,4.4051
2023-10-09,4.4064,4.4235,4.4057,4.42
2023-10-10,4.415,4.4188,4.4001,4.4058
2023-10-11,4.3966,4.4125,4.3947,4.3997
2023-10-12,4.3996,4.4197,4.3944,4.4189
2023-10-13,4.4189,4.419,4.4096,4.4132
2023-10-16,4.4139,4.4248,4.4139,4.4159
2023-10-17,4.4111,4.4344,4.4088,4.4318
2023-10-18,4.4289,4.4404,4.4203,4.4357
2023-10-19,4.4357,4.4388,4.4227,4.4312
2023-10-20,4.4324,4.4324,4.4203,4.4256
2023-10-23,4.4276,4.4348,4.4188,4.4197
2023-10-24,4.4277,4.428,4.4213,4.4236
2023-10-25,4.4183,4.4363,4.4152,4.4347
2023-10-26,4.435,4.4466,4.4262,4.4357
2023-10-27,4.429,4.4407,4.4282,4.4353
2023-10-30,4.4426,4.4426,4.4254,4.4255
2023-10-31,4.4254,4.4453,4.424,4.4404
2023-11-01,4.4351,4.4449,4.4311,4.4328
2023-11-02,4.4255,4.4352,4.4173,4.4215
2023-11-03,4.4242,4.4256,4.3989,4.4026
2023-11-06,4.404,4.431,4.404,4.4254
2023-11-07,4.4218,4.4349,4.4211,4.4276
2023-11-08,4.4296,4.4392,4.4267,4.4304
2023-11-09,4.4329,4.4469,4.4272,4.4457
2023-11-10,4.4448,4.4471,4.4328,4.4441
2023-11-13,4.4437,4.4456,4.4338,4.4392
2023-11-14,4.4392,4.4465,4.4258,4.4272
2023-11-15,4.4368,4.4368,4.3948,4.418
2023-11-16,4.4181,4.4191,4.3946,4.4121
2023-11-17,4.4045,4.4155,4.3828,4.4074
2023-11-20,4.399,4.4152,4.3963,4.4017
2023-11-21,4.4047,4.4098,4.3843,4.4018
2023-11-22,4.4015,4.4297,4.4015,4.4251
2023-11-23,4.4126,4.4349,4.4111,4.4254
2023-11-24,4.4328,4.4342,4.416,4.4342
2023-11-27,4.4341,4.4341,4.4113,4.4118
2023-11-28,4.414,4.4148,4.3841,4.3893
2023-11-29,4.3829,4.4,4.3733,4.3874
2023-11-30,4.3897,4.4049,4.3835,4.4025
2023-12-01,4.4014,4.412,4.389,4.3913
2023-12-04,4.3885,4.4105,4.3885,4.4089
2023-12-05,4.4094,4.422,4.4003,4.4149
2023-12-06,4.4173,4.4175,4.401,4.4056
2023-12-07,4.4109,4.4125,4.3925,4.3974
2023-12-08,4.3961,4.4026,4.3765,4.3953
2023-12-11,4.3909,4.4032,4.385,4.3932
2023-12-12,4.3953,4.3995,4.3865,4.3936
2023-12-13,4.3935,4.4002,4.3872,4.3939
2023-12-14,4.3917,4.4052,4.3755,4.4009
2023-12-15,4.398,4.4204,4.39,4.4113
2023-12-18,4.4017,4.4083,4.39,4.4079
2023-12-19,4.4042,4.4056,4.387,4.3948
2023-12-20,4.3948,4.3983,4.3842,4.393
2023-12-21,4.3955,4.3972,4.3738,4.3798
2023-12-22,4.3699,4.3741,4.3583,4.3639
2023-12-25,4.3758,4.3801,4.3538,4.3587
2023-12-26,4.3608,4.3621,4.3352,4.3382
2023-12-27,4.3379,4.3438,4.3181,4.3363
2023-12-28,4.3247,4.3305,4.2922,4.3284
2023-12-29,4.3263,4.3416,4.3189,4.3303
2024-01-01,4.3289,4.3289,4.3289,4.3289
2024-01-02,4.3131,4.3398,4.3131,4.337
2024-01-03,4.3301,4.3538,4.3293,4.3478
2024-01-04,4.3478,4.3525,4.3338,4.3482
2024-01-05,4.3439,4.3454,4.3274,4.3443
2024-01-08,4.3344,4.3388,4.3271,4.3292
2024-01-09,4.3277,4.3473,4.3233,4.3409
2024-01-10,4.3381,4.3505,4.3324,4.3415
2024-01-11,4.3456,4.3488,4.334,4.3415
2024-01-12,4.347,4.3512,4.3367,4.3422
2024-01-15,4.3423,4.3753,4.3423,4.3655
2024-01-16,4.3752,4.3923,4.3661,4.3813
2024-01-17,4.3862,4.4063,4.3745,4.3967
2024-01-18,4.3911,4.3934,4.3842,4.3876
2024-01-19,4.3877,4.3883,4.3596,4.3723
2024-01-22,4.3532,4.3664,4.3468,4.3634
2024-01-23,4.3675,4.3918,4.3587,4.3852
