Close,Max_14,Min_14,Max_50,Min_50,Max_90,Min_90,MA_50,MA_200,MACD,ATR,Pivot_Points,Bearish_Candlestick_Patterns,buy,sell,Return_Since_Last_Buy,Days_Since_Last_Buy
62.783,63.114,60.914,63.114,59.439,,,61.32036,,0.4864496928150075,62.33314285714285,63.062,62.073,0,0,0.023357783211083942,18
62.838,63.114,61.35,63.114,59.736,,,61.38834,,0.48398142833107727,62.47057142857143,62.838,62.073,0,0,0.02425427872860635,19
61.892,63.114,61.644,63.114,59.736,,,61.426759999999994,,0.4010677575436006,62.50928571428572,62.838,61.892,0,0,0.00883455582722089,20
61.585,63.114,61.585,63.114,59.736,,,61.4554,,0.307046303136957,62.50507142857143,62.838,61.585,0,0,0.0038304808475957525,21
62.16,63.114,61.585,63.114,59.736,,,61.493599999999994,,0.27575261318147426,62.52757142857143,62.16,61.585,0,0,0.013202933985329995,24
61.913,63.114,61.585,63.114,59.736,,,61.53018,,0.22838858129975392,62.48857142857143,62.16,61.585,0,0,0.009176854115729344,25
61.017,63.114,61.017,63.114,59.736,,,61.51474,,0.11720150696166343,62.37235714285715,62.16,61.017,0,0,-0.005427872860635671,26
60.763,63.114,60.763,63.114,59.736,,,61.52816,,0.00849138881117284,62.23571428571428,61.913,60.763,0,0,-0.009568052159739255,27
61.193,63.114,60.763,63.114,59.736,,,61.54357999999999,,-0.04247512984019863,62.149142857142856,61.193,60.763,0,0,-0.0025590872045640357,28
61.882,63.114,60.763,63.114,59.736,,,61.57388,,-0.02695915294494,62.06914285714286,61.882,60.763,0,0,0.008671556642216732,31
61.631,63.062,60.763,63.114,59.736,,,61.59696000000001,,-0.034518325999144395,61.96321428571429,61.882,61.193,0,0,0.004580277098614487,32
61.631,63.062,60.763,63.114,59.736,,,61.62138,,-0.04004738379376249,61.887357142857134,61.882,61.631,0,0,0.004580277098614487,33
57.912,62.838,57.912,63.114,57.912,,,61.56744,,-0.34059525091154796,61.5195,61.631,57.912,1,0,-0.056039119804401016,34
57.937,62.838,57.912,63.114,57.912,,,61.510059999999996,,-0.5701914972185165,61.22407142857143,61.631,57.912,1,0,0.0004316894598701233,1
58.105,62.838,57.912,63.114,57.912,,,61.450779999999995,,-0.7301749779750466,60.88992857142858,58.105,57.912,1,0,0.0028997013997963178,3
58.4,62.16,57.912,63.114,57.912,,,61.38558,,-0.8236643150011034,60.57292857142857,58.4,57.937,1,0,0.005077015747353958,1
58.176,62.16,57.912,63.114,57.912,,,61.3237,,-0.9053934045229326,60.307500000000005,58.4,58.105,1,0,-0.003835616438356107,1
58.413,62.16,57.912,63.114,57.912,,,61.266299999999994,,-0.9402023105070043,60.08092857142857,58.413,58.176,1,0,0.0040738448844883585,1
58.722,61.913,57.912,63.114,57.912,,,61.204040000000006,,-0.9321101165001409,59.83535714285715,58.722,58.176,1,0,0.0052899183400956055,1
59.151,61.882,57.912,63.114,57.912,,,61.13682,,-0.8809255187283824,59.63807142857143,59.151,58.413,1,0,0.0073056094819659075,3
59.089,61.882,57.912,63.114,57.912,,,61.07607999999999,,-0.8357304575826703,59.50035714285714,59.151,58.722,1,0,-0.0010481648661900005,1
61.002,61.882,57.912,63.114,57.912,,,61.0585,,-0.638193239219703,59.517428571428574,61.002,59.089,0,1,0.03237489211189906,210
61.42,61.882,57.912,63.114,57.912,,,61.054759999999995,,-0.4428100255254108,59.53364285714285,61.42,59.089,0,1,0.039448966812774,211
61.758,61.758,57.912,63.114,57.912,,,61.06752,,-0.2577227780381435,59.52478571428571,61.758,61.002,0,1,0.04516915161874468,212
61.572,61.758,57.912,63.114,57.912,,,61.08888000000001,,-0.12461199692374691,59.52057142857143,61.758,61.42,0,1,0.04202135761309218,213
62.027,62.027,57.912,63.114,57.912,,,61.103899999999996,,0.017393452632241235,59.54885714285715,62.027,61.572,0,1,0.04972160639036034,216
61.779,62.027,57.937,63.114,57.912,,,61.105199999999996,,0.1086695917130669,59.825071428571434,62.027,61.572,0,1,0.04552454771615707,217
61.425,62.027,58.105,63.114,57.912,,,61.138980000000004,,0.15070452014717972,60.074214285714284,62.027,61.425,0,1,0.03953358493120544,218
61.364,62.027,58.176,63.114,57.912,,,61.124979999999994,,0.17705434134032316,60.307,61.779,61.364,0,1,0.03850124388634092,220
61.39,62.027,58.176,63.114,57.912,63.114,57.912,61.123059999999995,,0.19775514892651103,60.52057142857143,61.425,61.364,0,1,0.03894125810218487,223
61.539,62.027,58.413,63.114,57.912,63.114,57.912,61.1438,,0.22360615032393127,60.76078571428571,61.539,61.364,0,1,0.04146287803144414,224
61.678,62.027,58.722,63.114,57.912,63.114,57.912,61.15942,,0.2523998847484208,60.99400000000001,61.678,61.39,0,1,0.04381526172384029,225
61.328,62.027,59.089,63.114,57.912,63.114,57.912,61.17914,,0.2441624985026749,61.180142857142854,61.678,61.328,0,1,0.037891993433634086,226
61.334,62.027,59.089,63.114,57.912,63.114,57.912,61.18977999999999,,0.2354048597232108,61.33607142857143,61.678,61.328,0,1,0.03799353517575191,227
61.068,62.027,61.002,63.114,57.912,63.114,57.912,61.1967,,0.20464141213561504,61.47742857142857,61.334,61.068,0,1,0.03349185127519503,230
59.32,62.027,59.32,63.114,57.912,63.114,57.912,61.16178000000001,,0.03876530462811445,61.357285714285716,61.334,59.32,1,0,0.003909357071536185,231
61.396,62.027,59.32,63.114,57.912,63.114,57.912,61.16947999999999,,0.07397045909229405,61.35557142857143,61.396,59.32,0,1,0.03499662845583278,1
