timestamp,currency_pair,model_path,accuracy,precision,recall,f1,roc_auc,num_features,model_type,dataset_range_start,dataset_range_end
20250225_205727,CHF_TWD,saved_models/buy_model_5_CHF_TWD_20250225_205727.pkl,0.9410788381742738,0.9517819706498952,0.904382470119522,0.9274770173646578,0.9358327713328762,7,LightGBM,2015-12-02,2025-02-25
20250225_214251,EUR_TWD,saved_models/buy_model_5_EUR_TWD_20250225_214251.pkl,0.9896265560165975,0.995749202975558,0.9780793319415448,0.9868351764086362,0.9876622555024528,7,LightGBM,2015-12-02,2025-02-25
20250225_215729,USD_TWD,saved_models/buy_model_5_USD_TWD_20250225_215729.pkl,0.9748720335039552,0.9735449735449736,0.9558441558441558,0.9646133682830932,0.970670446304964,7,LightGBM,2016-12-01,2025-02-25
20250225_221427,NZD_TWD,saved_models/buy_model_5_NZD_TWD_20250225_221427.pkl,0.9399720800372268,0.9454123112659698,0.9084821428571428,0.9265793966989186,0.9354860833998404,7,LightGBM,2016-12-01,2025-02-25
20250225_223357,JPY_TWD,saved_models/buy_model_5_JPY_TWD_20250225_223357.pkl,0.9369703389830508,0.9569377990430622,0.8670520231213873,0.9097801364670204,0.9222383861426332,7,LightGBM,2017-12-01,2025-02-25
20250225_232414,GBP_TWD,saved_models/buy_model_5_GBP_TWD_20250225_232414.pkl,0.9332627118644068,0.9465954606141522,0.8918238993710692,0.9183937823834196,0.9276136880203928,7,LightGBM,2017-12-01,2025-02-25
20250225_233459,AUD_TWD,saved_models/buy_model_5_AUD_TWD_20250225_233459.pkl,0.9668304668304668,0.9775449101796408,0.9436416184971098,0.9602941176470589,0.9638079887357344,7,LightGBM,2018-11-30,2025-02-25
