timestamp,currency_pair,model_path,accuracy,precision,recall,f1,roc_auc,dataset_start,dataset_end
20250223_085359,USD_TWD,saved_models/sell_model_USD_TWD_20250223_085359.pkl,0.9847020933977456,1.0,0.9402045633359559,0.9691808596918086,0.9999244501942695,2005-12-16,2025-02-21
