timestamp,currency_pair,model_path,accuracy,precision,recall,f1_score,roc_auc,num_features,model_type,dataset_range_start,dataset_range_end
20250222_173813,USD_TWD,saved_models/lightgbm_forex_swing_model_20250222_173813.pkl,0.9759435918705931,0.9777777777777777,0.9554285714285714,0.9664739884393063,0.9715293898809525,7,LightGBM,2015-11-27,2025-02-21
20250222_181237,NZD_TWD,saved_models/lightgbm_forex_swing_model_20250222_181237.pkl,0.9323931978432186,0.9411764705882353,0.8958742632612967,0.9179667840966281,0.9274776915732185,7,LightGBM,2015-11-27,2025-02-21
20250222_181502,CHF_TWD,saved_models/lightgbm_forex_swing_model_20250222_181502.pkl,0.9178763998340937,0.9362162162162162,0.8616915422885573,0.8974093264248705,0.9098642633206655,7,LightGBM,2015-11-27,2025-02-21
20250222_181957,EUR_TWD,saved_models/lightgbm_forex_swing_model_20250222_181957.pkl,0.9900456242223143,0.997872340425532,0.9770833333333333,0.9873684210526316,0.987852486790719,7,LightGBM,2015-11-27,2025-02-21
20250222_182025,GBP_TWD,saved_models/lightgbm_forex_swing_model_20250222_182025.pkl,0.9054334301119867,0.9226638023630505,0.8463054187192118,0.8828365878725591,0.89736474374356,7,LightGBM,2015-11-27,2025-02-21
20250222_195230,JPY_TWD,saved_models/lightgbm_forex_swing_model_20250222_195230.pkl,0.8834508502695977,0.9045801526717557,0.7753544165757906,0.8349970640046976,0.8625768066814696,7,LightGBM,2015-11-27,2025-02-21
20250222_202304,AUD_TWD,saved_models/lightgbm_forex_swing_model_20250222_202304.pkl,0.8768145997511406,0.8953744493392071,0.8009852216748768,0.8455538221528861,0.8664668228718224,7,LightGBM,2015-11-27,2025-02-21
