timestamp,currency_pair,model_path,accuracy,precision,recall,f1,roc_auc,dataset_start,dataset_end
20250225_164646,CHF_TWD,saved_models/sell_model_3_CHF_TWD_20250225_164646.pkl,0.9459308807134894,0.978827361563518,0.8773722627737226,0.9253271747498076,0.9908341176702888,2018-04-12,2025-02-25
20250225_165206,AUD_TWD,saved_models/sell_model_3_AUD_TWD_20250225_165206.pkl,0.931438127090301,0.9808917197452228,0.8473177441540578,0.9092250922509224,0.9880754251916636,2018-04-12,2025-02-25
20250226_151836,USD_TWD,saved_models/sell_model_3_USD_TWD_20250226_151836.pkl,0.9568932038834952,0.9913644214162348,0.8441176470588235,0.9118347895154884,0.997072016141549,2015-04-15,2025-02-25
20250226_152830,EUR_TWD,saved_models/sell_model_3_EUR_TWD_20250226_152830.pkl,0.9493670886075948,0.9926686217008798,0.8724226804123711,0.9286694101508915,0.9971413532742848,2017-04-13,2025-02-25
20250226_153739,GBP_TWD,saved_models/sell_model_3_GBP_TWD_20250226_153739.pkl,0.9410905550146056,0.9817629179331308,0.8556291390728477,0.9143665958952584,0.9927616250911298,2017-04-13,2025-02-25
20250226_154217,NZD_TWD,saved_models/sell_model_3_NZD_TWD_20250226_154217.pkl,0.9844425237683664,0.9976771196283392,0.961926091825308,0.9794754846066136,0.9996485291417412,2016-04-14,2025-02-25
20250226_160715,JPY_TWD,saved_models/sell_model_3_JPY_TWD_20250226_160715.pkl,0.948072383949646,0.9509433962264152,0.9264705882352942,0.9385474860335196,0.9913448701351242,2020-04-14,2025-02-25
